ID;Property name;Address;Postcode;City;CKCode;Submarket;Completion Quarter;Completion Year;Development status;Type;Type of use;Tenant;Agent;Industry;Type;Floor space;Industrial Space: Subtype;Rent;Move-in Quarter;Move-in Year;Contract Quarter;Contract Year;Contract Duration;Use;gis_x;gis_y
155703;ehem. Hotel Bogota;Schlüterstraße 45;10707;Berlin;11000000;Kudamm plus Seitenstr.;Q1;2016;Completed;Change of use;"BU; EH;";David Borck Immobiliengesellschaft mbH;CBRE;Business Services;Vermietung in Bau;380;;19;Q1;2016;Q3;2015;;BU;13,31699;52,50052
95443;;Hackescher Markt 4;10119;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Multiversum GmbH;Engel & Völkers;Information Technology;Vermietung;130;;31,9;Q4;2022;Q4;2022;;BU;13,40204;52,52366
95443;;Hackescher Markt 4;10119;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Frachtwerk GmbH;DIMP;Information Technology;Vermietung;170;;28,8;Q1;2021;Q1;2021;;BU;13,40204;52,52366
287510;H87 Gesundheitszentrum;Hauptstraße 87;12159;Berlin;11000000;Schöneberg;;;Completed;Existing;"BU;";n/a;;Medical Practice;Vermietung;190;;17;Q3;2024;Q3;2024;10;BU;13,33955;52,47464
2352;Jacobowitz-Hof;Pappelallee 78, 79;10437;Berlin;11000000;Peripherie-Nord;Q1;1993;Completed;New Building;"BU;";HomeToGo GmbH;CBRE;Tourism/Travel;Vermietung;3050;;27,5;Q4;2019;Q3;2019;;BU;13,41459;52,54324
2352;Jacobowitz-Hof;Pappelallee 78, 79;10437;Berlin;11000000;Peripherie-Nord;Q1;1993;Completed;New Building;"BU;";Zenloop GmbH;Colliers International;Information Technology;Vermietung;420;;18;Q2;2019;Q2;2019;;BU;13,41459;52,54324
2352;Jacobowitz-Hof;Pappelallee 78, 79;10437;Berlin;11000000;Peripherie-Nord;Q1;1993;Completed;New Building;"BU;";Mediaplanet GmbH;;Information Technology;Vermietung;420;;18,5;Q4;2016;Q4;2016;;BU;13,41459;52,54324
2352;Jacobowitz-Hof;Pappelallee 78, 79;10437;Berlin;11000000;Peripherie-Nord;Q1;1993;Completed;New Building;"BU;";n/a;;Information Technology;Vermietung;600;;16,5;Q2;2016;Q2;2016;;BU;13,41459;52,54324
220370;;Wilmersdorfer Straße 145 - 146;10585;Berlin;11000000;Charlottenburg;;;Completed;Existing;"BU;";n/a;;Business Services;Vermietung;250;;20;Q4;2019;Q4;2019;;BU;13,30535;52,51293
197683;Wohn-und Geschäftshaus;Skalitzer Straße 34;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU; WO;";Wunderagent GmbH;BNP Paribas;Other Services & Trades;Vermietung;200;;15;Q1;2017;Q3;2017;;BU;13,4254;52,49892
200792;;Schützenstraße 53;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";Job Ambition GmbH;;Business Services;Vermietung;110;;;Q4;2017;Q2;2017;;BU;13,39484;52,50916
1763;Dussmann das KulturKaufhaus;Friedrichstraße 89 b - 92 / Dorotheenstraße / Mittelstraße;10117;Berlin;11000000;Mitte 1a;Q1;1997;Completed;New Building;"BU; EH;";Jaemacom GmbH;;Information Technology;Vermietung;340;;10,1;Q2;2017;Q2;2017;;BU;13,38881;52,51835
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";ERNI (Deutschland) GmbH;Engel & Völkers;Manufacturing;Vermietung;250;;27,6;Q3;2023;Q2;2023;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";GES Nutrition GmbH;;Retailing;Vermietung;250;;24;Q4;2021;Q4;2021;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";LPP Lotao Pack- und Produktions GmbH;Savills;Manufacturing;Vermietung;240;;22,5;Q1;2021;Q1;2021;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";SyroCon AG;Cushman & Wakefield;Information Technology;Vermietung;150;;20;Q4;2020;Q4;2020;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";n/a;;Retailing - eCommerce;Anmietung in Coworking;1900;;;Q2;2020;Q1;2020;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";Snowprint Studios Germany GmbH;Engel & Völkers;Information Technology;Vermietung;250;;27,5;Q2;2020;Q1;2020;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";Scaling Spaces;;Flexible Office Provider;Vermietung;1900;;25;Q4;2019;Q4;2019;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";Canzler GmbH;;Business Services;Vermietung;420;;25;Q4;2019;Q4;2019;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";Medizinisches Versorgungszentrum am Moritzplatz GmbH;;Medical Practice;Vermietung;270;;;Q2;2017;Q1;2017;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";San Omega GmbH;BNP Paribas;Biotech-, Pharmaceutical Industry;Vermietung;340;;16,5;Q1;2017;Q1;2017;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";Deutsches Tierschutzbüro e.V.;;Not for profit, Charity, Society;Vermietung;160;;12,6;Q3;2016;Q3;2016;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";EventMobi GmbH;JLL;Information Technology;Vermietung;260;;9,5;Q2;2015;Q2;2015;;BU;13,4507;52,51101
2071;Gewerbe- Wohnpark im Comeniushof;Kopernikusstraße 35 / Gubener Straße 46/47;10243;Berlin;11000000;Friedrichshain;Q3;1999;Completed;Modernisation;"BU; WO;";n/a;;Information Technology;Vermietung;250;;;Q1;2015;Q1;2015;;BU;13,4507;52,51101
160801;;Schillerstraße 9 - 10;10625;Berlin;11000000;Charlottenburg;;;Completed;Existing;"BU;";n/a;;Public Organisation;Vermietung;200;;23;Q1;2019;Q1;2019;;BU;13,31867;52,51124
70040;;Reichsstraße 105;14052;Berlin;11000000;Peripherie-West;;;Completed;Existing;"BU;";Rundfunk-Orchester und -Chöre (gemeinnützige) GmbH;;Arts and Leisure;Vermietung;190;;25;Q3;2022;Q3;2022;;BU;13,26984;52,51076
156775;Büro- Geschäftshaus B5;Uhlandstraße 97 / Blissestraße 5 / Berliner Straße;10713;Berlin;11000000;Wilmersdorf;Q2;2019;Completed;Modernisation;"BU; EH;";Finanzamt;;Public Organisation;Anschlußmietvertrag;8150;;;Q1;2024;Q1;2024;;BU;13,32168;52,48614
156775;Büro- Geschäftshaus B5;Uhlandstraße 97 / Blissestraße 5 / Berliner Straße;10713;Berlin;11000000;Wilmersdorf;Q2;2019;Completed;Modernisation;"BU; EH;";Finanzamt;;Public Organisation;Vermietung;1500;;;Q1;2024;Q1;2024;;BU;13,32168;52,48614
156775;Büro- Geschäftshaus B5;Uhlandstraße 97 / Blissestraße 5 / Berliner Straße;10713;Berlin;11000000;Wilmersdorf;Q2;2019;Completed;Modernisation;"BU; EH;";Finanzamt;Angermann Real Estate Advisory;Public Organisation;Vermietung in Bau;8150;;;Q2;2018;Q4;2017;;BU;13,32168;52,48614
156775;Büro- Geschäftshaus B5;Uhlandstraße 97 / Blissestraße 5 / Berliner Straße;10713;Berlin;11000000;Wilmersdorf;Q2;2019;Completed;Modernisation;"BU; EH;";IT-Dienstleistungszentrum Berlin (ITDZ);;Information Technology;Vermietung;7520;;15,5;Q4;2017;Q3;2017;;BU;13,32168;52,48614
156775;Büro- Geschäftshaus B5;Uhlandstraße 97 / Blissestraße 5 / Berliner Straße;10713;Berlin;11000000;Wilmersdorf;Q2;2019;Completed;Modernisation;"BU; EH;";Gruppe Planwerk GbR;CBRE;Construction;Vermietung;730;;10;Q1;2017;Q1;2017;;BU;13,32168;52,48614
98043;Büroobjekt (ehem. Ming Business Center und Botschaft Türkei);Rungestraße 9;10179;Berlin;11000000;Mitte;Q4;2014;Completed;Modernisation;"BU;";BIMA;BNP Paribas;Public Organisation;Vermietung;2480;;35;Q4;2021;Q4;2020;;BU;13,41612;52,51229
98043;Büroobjekt (ehem. Ming Business Center und Botschaft Türkei);Rungestraße 9;10179;Berlin;11000000;Mitte;Q4;2014;Completed;Modernisation;"BU;";NetworkedAssets GmbH;Colliers International;Information Technology;Vermietung;50;;13;Q4;2015;Q4;2015;;BU;13,41612;52,51229
63950;Gesundheitsamt;Hohenzollerndamm 174 - 177;10709;Berlin;11000000;Wilmersdorf;Q3;2021;Completed;Modernisation;"BU;";n/a;;Public Organisation;Untervermietung;500;;;Q2;2020;Q4;2019;;BU;13,31193;52,48939
234502;;Sophienstraße 7;10119;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Sm@rt Home Team GmbH;;Electronic Engineering;Vermietung;70;;28;Q4;2021;Q4;2021;;BU;13,40187;52,52521
234502;;Sophienstraße 7;10119;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Schwitzke Project GmbH;;Construction;Vermietung;70;;27,8;Q1;2021;Q1;2021;;BU;13,40187;52,52521
184582;Erweiterung Bundesinnenministerium (BMI) - Bauteil C;Alt-Moabit 140/141 / Ingeborg-Drewitz-Allee 4;10557;Berlin;11000000;Hauptbahnhof / Europacity;Q4;2024;Completed;New Building;"BU;";Bundesinnenministerium;;Public Organisation;Eigennutzung;12200;;;Q4;2024;Q3;2020;;BU;13,36104;52,52114
139173;Loftdepot Eiswerder - Studiohouse Berlin (ehem. Getreidespeicher);Eiswerderstraße 20;13585;Berlin;11000000;Peripherie-West;Q3;2015;Completed;Change of use;"BU; EH; WO;";KIVEDA Holding;;Retailing;Vermietung;550;;;Q2;2017;Q2;2017;;BU;13,22071;52,54858
127614;;Wöhlertstraße 12 - 13;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Opus-Technologies GmbH;Engel & Völkers;Information Technology;Vermietung;140;;;Q1;2025;Q4;2024;;BU;13,37903;52,5369
127614;;Wöhlertstraße 12 - 13;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Advena CIS - Center for Integration Solutions gGmbH;Colliers International;Research and Development;Vermietung;130;;15;Q2;2020;Q2;2020;;BU;13,37903;52,5369
162456;Von Preußen nach Europa - Schinkelplatz - Parzelle 4 bis 7;Schinkelplatz / Niederlagstraße;10117;Berlin;11000000;Mitte 1a;Q3;2019;Completed;New Building;"BU; EH; WO;";Stiftung Bertelsmann;;Not for profit, Charity, Society;Eigennutzung;2600;;;Q4;2019;Q4;2016;;BU;13,39809;52,51616
227138;;Bülowstraße 56 - 57;10783;Berlin;11000000;Schöneberg;;;Completed;Existing;"BU;";MPB Europe Ltd;Savills;Retailing - eCommerce;Vermietung;1520;;;Q4;2020;Q3;2020;;BU;13,368;52,49547
227138;;Bülowstraße 56 - 57;10783;Berlin;11000000;Schöneberg;;;Completed;Existing;"BU;";MPB GmbH;;Retailing - eCommerce;Vermietung;1430;;22,5;Q3;2020;Q3;2020;;BU;13,368;52,49547
127801;Youniq Living (Studentenapartments - Spreeconnection);Michaelkirchstraße 20 - 21;10179;Berlin;11000000;Mediaspree;Q4;2019;Completed;New Building;"BU; WO;";Urban Sports GmbH;JLL;Leisure;Vermietung in Bau;4100;;28;Q3;2019;Q2;2019;;BU;13,42304;52,51126
132143;EUREF-Campus 1 - 2;Torgauer Straße 12 - 15;10829;Berlin;11000000;Schöneberg;Q3;2021;Completed;New Building;"BU;";Netzgesellschaft Berlin-Brandenburg (NBB);;Energy, Utilities;Vorvermietung;8000;;18,5;Q4;2021;Q1;2019;;BU;13,35358;52,48005
96999;;Tempelhofer Damm 146;12099;Berlin;11000000;Peripherie-Süd;Q4;1956;Completed;Existing;"BU; EH;";Diakonische Arbeitsgemeinschaft sozialpädagogischer Inititiven gGmbH;BNP Paribas;Not for profit, Charity, Society;Vermietung;610;;7,9;Q3;2015;Q3;2015;;BU;13,3853;52,46546
165983;NVZ Grunewald;Auerbachstraße 10, 12.14;14193;Berlin;11000000;Peripherie-West;;;Completed;Existing;"BU; EH;";n/a;;Consulting Services;Vermietung;1250;;12,5;Q1;2015;Q1;2015;;BU;13,26154;52,48749
191879;Helvetia Haus;Varziner Straße 7 / Südwestkorso 1;12161;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU; WO;";CED Service GmbH, Kompetenznetz Darmerkrankung e.V.;Engel & Völkers;Health and Welfare Service;Vermietung;240;;16,6;Q2;2019;Q2;2019;;BU;13,32753;52,47727
191879;Helvetia Haus;Varziner Straße 7 / Südwestkorso 1;12161;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU; WO;";n/a;;Legal Services;Vermietung;350;;14,3;Q2;2018;Q1;2018;;BU;13,32753;52,47727
191879;Helvetia Haus;Varziner Straße 7 / Südwestkorso 1;12161;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU; WO;";BKM Immobilien Management GmbH;;Real Estate Services;Vermietung;350;;9,5;Q3;2016;Q3;2016;;BU;13,32753;52,47727
157652;;Quedlinburger Straße 5, Darwinstraße 11 - 17;10589;Berlin;11000000;Charlottenburg;;;Completed;Existing;"BU;";ATC Security-Event-Brandschutz GmbH;Engel & Völkers;Consulting Services;Vermietung;400;;14,5;Q4;2023;Q4;2023;;BU;13,31422;52,52266
157652;;Quedlinburger Straße 5, Darwinstraße 11 - 17;10589;Berlin;11000000;Charlottenburg;;;Completed;Existing;"BU;";Ingrano Solutions GmbH;Colliers International;Business Services;Vermietung;400;;13,4;Q1;2018;Q1;2018;;BU;13,31422;52,52266
157652;;Quedlinburger Straße 5, Darwinstraße 11 - 17;10589;Berlin;11000000;Charlottenburg;;;Completed;Existing;"BU;";BIM Berliner Immobilienmanagement (Berliner Landesamt für Gesundheit und Soziales);;Public Organisation;Vermietung;4840;;9,6;Q3;2015;Q3;2015;;BU;13,31422;52,52266
200854;PANDION THE GRID;Prinzenstraße 34;10969;Berlin;11000000;Kreuzberg;Q3;2021;Completed;Demolition & New building;"BU;";Eyeo GmbH;;Information Technology;Vermietung;1350;;31;Q4;2022;Q4;2022;;BU;13,41045;52,50256
200854;PANDION THE GRID;Prinzenstraße 34;10969;Berlin;11000000;Kreuzberg;Q3;2021;Completed;Demolition & New building;"BU;";thermondo GmbH;Savills;Construction;Vermietung;3340;;;Q2;2022;Q2;2022;;BU;13,41045;52,50256
200854;PANDION THE GRID;Prinzenstraße 34;10969;Berlin;11000000;Kreuzberg;Q3;2021;Completed;Demolition & New building;"BU;";TESVOLT GmbH;;Manufacturing;Vermietung in Bau;1340;;29,3;Q3;2021;Q3;2021;;BU;13,41045;52,50256
200854;PANDION THE GRID;Prinzenstraße 34;10969;Berlin;11000000;Kreuzberg;Q3;2021;Completed;Demolition & New building;"BU;";Adesso;;Information Technology;Vermietung in Bau;6800;;27;Q4;2021;Q4;2019;;BU;13,41045;52,50256
60597;Büro- und Wohnhaus;Torstraße 131;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU; WO;";Hypofriend GmbH;Savills;Finance Services;Vermietung;470;;24,5;Q3;2019;Q3;2019;;BU;13,39976;52,52967
60597;Büro- und Wohnhaus;Torstraße 131;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU; WO;";Evania Video GmbH;;Business Services;Vermietung;330;;13;Q4;2016;Q4;2016;;BU;13,39976;52,52967
71997;Carrée Seestraße - Osramhöfe;Oudenarder Straße 16 - 20 / Seestraße;13347;Berlin;11000000;Peripherie-Nord;Q4;1998;Completed;Change of use;"BU; EH;";n/a;;Health and Welfare Service;Vermietung;4520;;23;Q2;2020;Q2;2020;;BU;13,36008;52,55315
71997;Carrée Seestraße - Osramhöfe;Oudenarder Straße 16 - 20 / Seestraße;13347;Berlin;11000000;Peripherie-Nord;Q4;1998;Completed;Change of use;"BU; EH;";Institut für Internaionale Kommunikation e.V.;;Information Technology;Vermietung;810;;9,4;Q2;2017;Q2;2017;;BU;13,36008;52,55315
71997;Carrée Seestraße - Osramhöfe;Oudenarder Straße 16 - 20 / Seestraße;13347;Berlin;11000000;Peripherie-Nord;Q4;1998;Completed;Change of use;"BU; EH;";Locafox GmbH;Cushman & Wakefield;Information Technology;Vermietung;900;;9;Q1;2017;Q1;2017;;BU;13,36008;52,55315
71997;Carrée Seestraße - Osramhöfe;Oudenarder Straße 16 - 20 / Seestraße;13347;Berlin;11000000;Peripherie-Nord;Q4;1998;Completed;Change of use;"BU; EH;";Wisag Sicherheit & Service Berlin-Brandenburg GmbH & Co. KG;;Business Services;Vermietung;460;;9,2;Q2;2016;Q2;2016;;BU;13,36008;52,55315
71997;Carrée Seestraße - Osramhöfe;Oudenarder Straße 16 - 20 / Seestraße;13347;Berlin;11000000;Peripherie-Nord;Q4;1998;Completed;Change of use;"BU; EH;";MIB Dienstleistung GmbH;Cushman & Wakefield;Information Technology;Vermietung;2450;;6;Q1;2016;Q1;2016;;BU;13,36008;52,55315
71997;Carrée Seestraße - Osramhöfe;Oudenarder Straße 16 - 20 / Seestraße;13347;Berlin;11000000;Peripherie-Nord;Q4;1998;Completed;Change of use;"BU; EH;";Tissuse GmbH;;Biotech-, Pharmaceutical Industry;Vermietung;920;;7,8;Q4;2015;Q4;2015;;BU;13,36008;52,55315
170029;Wunderschönhauser 9 (ehem. NEO);Schönhauser Allee 9;10405;Berlin;11000000;Peripherie-Nord;Q3;2023;Completed;New Building;"BU; EH;";Endava GmbH;;Information Technology;Untervermietung;710;;40,5;Q1;2024;Q1;2024;;BU;13,41131;52,52996
170029;Wunderschönhauser 9 (ehem. NEO);Schönhauser Allee 9;10405;Berlin;11000000;Peripherie-Nord;Q3;2023;Completed;New Building;"BU; EH;";Miro DACH GmbH;Colliers International;Information Technology;Untervermietung;2660;;40,1;Q1;2023;Q1;2023;;BU;13,41131;52,52996
170029;Wunderschönhauser 9 (ehem. NEO);Schönhauser Allee 9;10405;Berlin;11000000;Peripherie-Nord;Q3;2023;Completed;New Building;"BU; EH;";Forto GmbH;;Transport;Vermietung in Bau;5160;;40;Q2;2022;Q2;2022;10;BU;13,41131;52,52996
170029;Wunderschönhauser 9 (ehem. NEO);Schönhauser Allee 9;10405;Berlin;11000000;Peripherie-Nord;Q3;2023;Completed;New Building;"BU; EH;";Forto GmbH;Colliers International;Transport;Vermietung in Bau;7800;;40,5;Q3;2022;Q4;2021;10;BU;13,41131;52,52996
158265;M_Eins;Mühlenstraße 24, 25, 26;10243;Berlin;11000000;Mediaspree;Q2;2017;Completed;New Building;"BU;";Universal Music GmbH;Cushman & Wakefield;Information Technology;Untervermietung;8510;;32,9;Q4;2023;Q4;2023;;BU;13,43966;52,50562
158265;M_Eins;Mühlenstraße 24, 25, 26;10243;Berlin;11000000;Mediaspree;Q2;2017;Completed;New Building;"BU;";Zalando;Colliers International;Retailing;Vorvermietung;12680;;17,8;Q4;2016;Q2;2015;;BU;13,43966;52,50562
1393;Bürohaus;Alte Jakobstraße 96 - 99 / Seydelstraße 18 - 19 / Neue Grünstraße 7-12;10179;Berlin;11000000;Mitte;Q4;1997;Completed;Existing;"BU; EH;";Clariness GmbH;;Consulting Services;Vermietung;360;;27,5;Q4;2019;Q4;2019;;BU;13,40535;52,50856
1393;Bürohaus;Alte Jakobstraße 96 - 99 / Seydelstraße 18 - 19 / Neue Grünstraße 7-12;10179;Berlin;11000000;Mitte;Q4;1997;Completed;Existing;"BU; EH;";DKZ Deuitsches Zentrum Kulturgutverluste;Avison Young;Research and Development;Vermietung;350;;25;Q3;2019;Q3;2019;;BU;13,40535;52,50856
1393;Bürohaus;Alte Jakobstraße 96 - 99 / Seydelstraße 18 - 19 / Neue Grünstraße 7-12;10179;Berlin;11000000;Mitte;Q4;1997;Completed;Existing;"BU; EH;";Teach First Deutschland gGmbH;;Education;Vermietung;350;;15,4;Q2;2017;Q2;2017;;BU;13,40535;52,50856
1393;Bürohaus;Alte Jakobstraße 96 - 99 / Seydelstraße 18 - 19 / Neue Grünstraße 7-12;10179;Berlin;11000000;Mitte;Q4;1997;Completed;Existing;"BU; EH;";Wallstreet:Online AG;CBRE;Information Technology;Vermietung;350;;13;Q1;2016;Q1;2016;;BU;13,40535;52,50856
1953;Zoofenster (Waldorf Astoria);Joachimsthaler Straße 43 / Hardenbergstraße 27 / Kantstraße 2;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;2012;Completed;Demolition & New building;"BU; EH; FR; HO; WO;";PRS Family Trust GmbH;Savills;Finance Services;Vermietung;950;;42,9;Q3;2023;Q3;2023;;BU;13,33249;52,5056
1953;Zoofenster (Waldorf Astoria);Joachimsthaler Straße 43 / Hardenbergstraße 27 / Kantstraße 2;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;2012;Completed;Demolition & New building;"BU; EH; FR; HO; WO;";n/a;;Information Technology;Untervermietung;500;;39,5;Q3;2023;Q2;2023;;BU;13,33249;52,5056
1953;Zoofenster (Waldorf Astoria);Joachimsthaler Straße 43 / Hardenbergstraße 27 / Kantstraße 2;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;2012;Completed;Demolition & New building;"BU; EH; FR; HO; WO;";Atrium Development Group;;Construction;Vermietung;310;;37;Q3;2020;Q3;2020;;BU;13,33249;52,5056
1953;Zoofenster (Waldorf Astoria);Joachimsthaler Straße 43 / Hardenbergstraße 27 / Kantstraße 2;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;2012;Completed;Demolition & New building;"BU; EH; FR; HO; WO;";RLI Investors (RLI);;Finance Services;Vermietung;250;;;Q2;2020;Q1;2020;;BU;13,33249;52,5056
1953;Zoofenster (Waldorf Astoria);Joachimsthaler Straße 43 / Hardenbergstraße 27 / Kantstraße 2;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;2012;Completed;Demolition & New building;"BU; EH; FR; HO; WO;";n/a;;Legal Services;Vermietung;950;;25;Q4;2017;Q3;2017;;BU;13,33249;52,5056
1953;Zoofenster (Waldorf Astoria);Joachimsthaler Straße 43 / Hardenbergstraße 27 / Kantstraße 2;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;2012;Completed;Demolition & New building;"BU; EH; FR; HO; WO;";Peregrine Holdings International GmbH;;Finance Services;Vermietung;190;;21;Q4;2016;Q4;2016;;BU;13,33249;52,5056
1953;Zoofenster (Waldorf Astoria);Joachimsthaler Straße 43 / Hardenbergstraße 27 / Kantstraße 2;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;2012;Completed;Demolition & New building;"BU; EH; FR; HO; WO;";Signature Capital;;Finance Services;Vermietung;940;;22,8;Q2;2015;Q2;2015;;BU;13,33249;52,5056
166925;taz-Neubau;Friedrichstraße 20 - 22;10969;Berlin;11000000;Kreuzberg;Q3;2018;Completed;New Building;"BU;";n/a;;Information Technology;Eigennutzung;5000;;;Q1;2018;Q2;2016;;BU;13,39141;52,50316
127611;Charlotte 13 / Lotte Gold;Charlottenstraße 13 / Rudi-Dutschke-Straße 18;10969;Berlin;11000000;Kreuzberg;Q4;2001;Completed;Existing;"BU; EH;";VenaZiel Berlin MVZ GmbH;;Medical Practice;Vermietung;670;;31,8;Q1;2024;Q1;2024;;BU;13,39267;52,50717
127611;Charlotte 13 / Lotte Gold;Charlottenstraße 13 / Rudi-Dutschke-Straße 18;10969;Berlin;11000000;Kreuzberg;Q4;2001;Completed;Existing;"BU; EH;";data4life gGmbH;Engel & Völkers;Information Technology;Vermietung;1340;;30;Q3;2019;Q3;2019;;BU;13,39267;52,50717
127611;Charlotte 13 / Lotte Gold;Charlottenstraße 13 / Rudi-Dutschke-Straße 18;10969;Berlin;11000000;Kreuzberg;Q4;2001;Completed;Existing;"BU; EH;";n/a;;Research and Development;Vermietung;4700;;15,5;Q1;2016;Q1;2016;;BU;13,39267;52,50717
